,#date,stato,#adm1+pcode,#adm1+name,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,#affected+infected+dead+total,casi_da_sospetto_diagnostico,casi_da_screening,#affected+infected+confirmed+total,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2823,2020-07-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,180,185,-4,1,5619,987,6791.0,0.0,6791,144089,87246.0,,,,
2831,2020-07-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,12,1,13,326,339,7,19,8851,1116,10086.0,220.0,10306,356547,239793.0,,,,
2832,2020-07-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,0,3,5,8,-1,0,1359,80,1433.0,14.0,1447,101557,68353.0,,,,
2835,2020-07-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,27,0,27,118,145,-8,1,2701,464,3104.0,206.0,3310,111752,74235.0,,,,
2841,2020-07-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,198,13,211,663,874,1,14,6508,842,6043.0,2181.0,8224,357307,293031.0,,,,
2844,2020-07-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,179,184,-1,3,5623,987,6794.0,0.0,6794,145099,87842.0,,,,
2852,2020-07-08T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,12,2,14,327,341,2,7,8854,1118,10092.0,221.0,10313,360262,242041.0,,,,
2853,2020-07-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,0,3,4,7,-1,0,1360,80,1433.0,14.0,1447,102611,68863.0,,,,
2856,2020-07-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,26,0,26,121,147,2,8,2707,464,3112.0,206.0,3318,112505,74697.0,,,,
2862,2020-07-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,198,13,211,678,889,15,28,6520,843,6053.0,2199.0,8252,359842,295193.0,,,,
2865,2020-07-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,168,173,-11,4,5638,987,6798.0,0.0,6798,146278,88502.0,,,,
2873,2020-07-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,11,2,13,324,337,-4,1,8857,1120,10093.0,221.0,10314,363333,243990.0,,,,
2874,2020-07-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,3,0,3,4,7,0,0,1360,80,1433.0,14.0,1447,103642,69412.0,,,,
2877,2020-07-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,26,0,26,122,148,1,3,2709,464,3112.0,209.0,3321,113388,75231.0,,,,
2883,2020-07-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,197,13,210,691,901,12,23,6530,844,6063.0,2212.0,8275,362312,297217.0,,,,
2886,2020-07-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,164,168,-5,1,5644,987,6799.0,0.0,6799,147083,88956.0,,,,
2894,2020-07-10T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,9,2,11,319,330,-7,2,8865,1121,10095.0,221.0,10316,366018,245794.0,,,,
2895,2020-07-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,1,1,1360,80,1434.0,14.0,1448,104428,69774.0,,,,
2898,2020-07-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,25,0,25,122,147,-1,2,2712,464,3113.0,210.0,3323,114219,75741.0,,,,
2904,2020-07-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,198,13,211,704,915,14,19,6535,844,6065.0,2229.0,8294,364876,299223.0,,,,
2907,2020-07-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,165,169,1,4,5647,987,6803.0,0.0,6803,148103,89561.0,,,,
2915,2020-07-11T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,7,3,10,320,330,0,5,8869,1122,10100.0,221.0,10321,368488,247347.0,,,,
2916,2020-07-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,0,0,1360,80,1433.0,15.0,1448,105383,70252.0,,,,
2919,2020-07-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,22,0,22,128,150,3,5,2713,465,3116.0,212.0,3328,115119,76203.0,,,,
2925,2020-07-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,197,12,209,704,913,-2,20,6557,844,6069.0,2245.0,8314,367461,301453.0,,,,
2928,2020-07-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,163,167,-2,1,5650,987,6804.0,0.0,6804,149154,90191.0,,,,
2936,2020-07-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,8,3,11,320,331,1,1,8869,1122,10101.0,221.0,10322,371272,249202.0,,,,
2937,2020-07-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,5,9,1,2,1361,80,1434.0,16.0,1450,106030,70601.0,,,,
2940,2020-07-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,19,0,19,124,143,-7,0,2719,466,3113.0,215.0,3328,115176,76243.0,,,,
2946,2020-07-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,191,11,202,690,892,-21,24,6601,845,6076.0,2262.0,8338,370462,304024.0,,,,
2949,2020-07-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,155,159,-8,0,5658,987,6804.0,0.0,6804,149515,90393.0,,,,
2957,2020-07-13T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,7,3,10,325,335,4,4,8869,1122,10105.0,221.0,10326,372853,250093.0,,,,
2958,2020-07-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,-1,0,1362,80,1434.0,16.0,1450,106265,70762.0,,,,
2961,2020-07-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,19,0,19,102,121,-22,0,2740,467,3113.0,215.0,3328,115444,76420.0,,,,
2967,2020-07-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,188,10,198,696,894,2,18,6616,846,6086.0,2270.0,8356,373026,306387.0,,,,
2970,2020-07-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,156,160,1,1,5658,987,6805.0,0.0,6805,150309,90950.0,,,,
2978,2020-07-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,8,2,10,301,311,-24,4,8894,1125,10107.0,223.0,10330,375745,251778.0,,,,
2979,2020-07-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,4,0,4,4,8,0,0,1362,80,1434.0,16.0,1450,107301,71359.0,,,,
2982,2020-07-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,0,17,107,124,3,3,2740,467,3113.0,218.0,3331,116253,76907.0,,,,
2988,2020-07-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,190,10,200,698,898,4,20,6631,847,6096.0,2280.0,8376,375364,308504.0,,,,
2991,2020-07-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,3,1,4,153,157,-3,0,5661,987,6805.0,0.0,6805,151628,91580.0,,,,
2999,2020-07-15T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,9,3,12,301,313,2,8,8898,1127,10114.0,224.0,10338,379196,254060.0,,,,
3000,2020-07-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,5,0,5,5,10,2,2,1362,80,1435.0,17.0,1452,108430,71881.0,,,,
3003,2020-07-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,0,17,103,120,-4,2,2745,468,3115.0,218.0,3333,117027,77425.0,,,,
3009,2020-07-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,175,9,184,666,850,-48,9,6687,848,6100.0,2285.0,8385,377936,310829.0,,,,
3012,2020-07-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,3,1,4,152,156,-1,1,5663,987,6806.0,0.0,6806,152848,92199.0,,,,
3020,2020-07-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,12,2,14,301,315,2,12,8908,1127,10125.0,225.0,10350,382160,255850.0,,,,
3021,2020-07-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,5,0,5,5,10,0,0,1362,80,1435.0,17.0,1452,109277,72335.0,,,,
3024,2020-07-17T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,17,0,17,102,119,-1,1,2747,468,3116.0,218.0,3334,117780,77893.0,,,,
3030,2020-07-17T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,175,9,184,668,852,2,14,6698,849,6105.0,2294.0,8399,381039,313544.0,,,,
3033,2020-07-17T17:00:00,ITA,11,Marche,43.61675973,13.5188753,3,1,4,151,155,-1,3,5667,987,6809.0,0.0,6809,153879,92653.0,,,,
3041,2020-07-17T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,12,1,13,305,318,3,6,8909,1129,10130.0,226.0,10356,384826,257616.0,,,,
3042,2020-07-17T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,6,12,2,2,1362,80,1436.0,18.0,1454,110114,72708.0,,,,
3045,2020-07-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,15,0,15,102,117,-2,1,2750,468,3113.0,222.0,3335,118745,78469.0,,,,
3051,2020-07-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,174,9,183,683,866,14,20,6703,850,6115.0,2304.0,8419,384054,316173.0,,,,
3054,2020-07-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,2,1,3,152,155,0,3,5670,987,6812.0,0.0,6812,154887,93195.0,,,,
3062,2020-07-18T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,12,1,13,301,314,-4,2,8915,1129,10132.0,226.0,10358,387885,259442.0,,,,
3063,2020-07-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,8,14,2,2,1362,80,1437.0,19.0,1456,111045,73180.0,,,,
3066,2020-07-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,14,0,14,103,117,0,1,2751,468,3113.0,223.0,3336,119504,78949.0,,,,
3072,2020-07-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,180,9,189,683,872,6,17,6713,851,6121.0,2315.0,8436,387113,318945.0,,,,
3075,2020-07-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,2,1,3,147,150,-5,0,5674,987,6811.0,0.0,6811,155851,93692.0,n.1 caso del 18 luglio riusulta essere negativo confermato,,,
3083,2020-07-19T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,12,0,12,313,325,11,16,8920,1129,10147.0,227.0,10374,390676,261174.0,,,,
3084,2020-07-19T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,6,12,-2,0,1364,80,1437.0,19.0,1456,111772,73521.0,,,,
3087,2020-07-20T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,13,0,13,108,121,4,6,2753,468,3117.0,225.0,3342,119651,79070.0,,,,
3093,2020-07-20T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,175,9,184,701,885,13,14,6714,851,6128.0,2322.0,8450,389441,321110.0,,,,
3096,2020-07-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,2,1,3,143,146,-4,0,5678,987,6811.0,0.0,6811,156150,93877.0,,,,
3104,2020-07-20T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,10,0,10,314,324,-1,1,8921,1130,10148.0,227.0,10375,391998,261958.0,,,,
3105,2020-07-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,6,12,0,0,1364,80,1437.0,19.0,1456,111968,73653.0,,,,
3108,2020-07-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,12,0,12,104,116,-5,2,2758,470,3119.0,225.0,3344,120227,79463.0,,,,
3114,2020-07-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,175,9,184,697,881,-4,6,6722,853,6128.0,2328.0,8456,391123,322181.0,,,,
3117,2020-07-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,2,1,3,141,144,-2,2,5682,987,6813.0,0.0,6813,157262,94527.0,,,,
3125,2020-07-21T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,11,1,12,314,326,2,9,8927,1131,10157.0,227.0,10384,395061,263474.0,,,,
3126,2020-07-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,8,14,2,3,1365,80,1439.0,20.0,1459,113086,74180.0,,,,
3129,2020-07-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,8,1,9,100,109,-7,0,2763,470,3117.0,225.0,3342,120967,79901.0,Sono stati sottratti 2 positivi erroneamente conteggiati nei giorni precedenti,,,
3135,2020-07-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,174,9,183,706,889,8,16,6728,855,6131.0,2341.0,8472,394124,324963.0,,,,
3138,2020-07-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,2,1,3,137,140,-4,1,5687,987,6814.0,0.0,6814,158397,95198.0,,,,
3146,2020-07-22T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,12,1,13,319,332,6,6,8927,1131,10162.0,228.0,10390,398693,266008.0,,,,
3147,2020-07-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,10,16,2,2,1365,80,1441.0,20.0,1461,114155,74634.0,,,,
3150,2020-07-23T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,8,2,10,105,115,6,10,2767,470,3125.0,227.0,3352,122303,80636.0,,,,
3156,2020-07-23T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,180,9,189,718,907,18,26,6735,856,6148.0,2350.0,8498,397055,327552.0,,,,
3159,2020-07-23T17:00:00,ITA,11,Marche,43.61675973,13.5188753,2,1,3,134,137,-3,1,5691,987,6815.0,0.0,6815,159476,95858.0,,,,
3167,2020-07-23T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,14,1,15,313,328,-4,4,8935,1131,10166.0,228.0,10394,401479,267719.0,,,,
3168,2020-07-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,6,0,6,11,17,1,2,1366,80,1443.0,20.0,1463,115059,75059.0,,,,
3171,2020-07-24T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,11,2,13,100,113,-2,4,2773,470,3129.0,227.0,3356,123200,81191.0,,,,
3177,2020-07-24T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,184,9,193,723,916,9,18,6743,857,6155.0,2361.0,8516,399130,329353.0,,,,
3180,2020-07-24T17:00:00,ITA,11,Marche,43.61675973,13.5188753,2,1,3,129,132,-5,1,5697,987,6816.0,0.0,6816,160592,96414.0,,,,
3188,2020-07-24T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,14,0,14,321,335,7,11,8939,1131,10176.0,229.0,10405,404349,269409.0,,,,
3189,2020-07-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,7,0,7,12,19,2,2,1366,80,1444.0,21.0,1465,115741,75407.0,,,,
3192,2020-07-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,11,2,13,99,112,-1,3,2777,470,3130.0,229.0,3359,123996,81641.0,,,,
3198,2020-07-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,186,9,195,733,928,12,19,6749,858,6162.0,2373.0,8535,402012,331790.0,,,,
3201,2020-07-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,3,1,4,125,129,-3,2,5702,987,6818.0,0.0,6818,161615,96918.0,,,,
3209,2020-07-25T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,13,0,13,330,343,8,10,8941,1131,10186.0,229.0,10415,407195,271049.0,,,,
3210,2020-07-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,7,0,7,10,17,-2,0,1368,80,1444.0,21.0,1465,116596,75819.0,,,,
3213,2020-07-26T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,13,2,15,97,112,0,1,2777,470,3129.0,230.0,3359,127354,83616.0,E' stato eliminato n. 1 caso positivo erroneamente comunicato in precedenza,,,
3219,2020-07-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,189,9,198,737,935,7,19,6759,860,6163.0,2391.0,8554,404785,334242.0,,,,
3222,2020-07-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,3,1,4,118,122,-7,7,5716,987,6825.0,0.0,6825,162553,97446.0,,,,
3230,2020-07-26T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,13,0,13,342,355,12,15,8944,1131,10201.0,229.0,10430,410136,272875.0,,,,
3231,2020-07-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,7,0,7,10,17,0,0,1368,80,1444.0,21.0,1465,117103,76185.0,,,,
3234,2020-07-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,13,1,14,100,114,2,9,2783,471,3130.0,238.0,3368,125155,82423.0,IERI (domenica) i dati sui casi testati e tamponi erano errati. I numeri corretti erano 82245 casi e 124891 tamponi.,,,
3240,2020-07-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,193,9,202,742,944,9,13,6762,861,6172.0,2395.0,8567,407440,336276.0,,,,
3243,2020-07-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,5,0,5,107,112,-10,2,5728,987,6827.0,0.0,6827,162840,97635.0,,,,
3251,2020-07-27T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,13,0,13,350,363,8,8,8944,1131,10207.0,231.0,10438,411665,273792.0,,,,
3252,2020-07-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,7,1,8,9,17,0,0,1368,80,1444.0,21.0,1465,117303,76311.0,,,,
3255,2020-07-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,14,1,15,92,107,-7,1,2790,472,3131.0,238.0,3369,125542,82644.0,,,,
3261,2020-07-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,194,9,203,739,942,-2,10,6773,862,6175.0,2402.0,8577,409189,337657.0,,,,
3264,2020-07-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,4,0,4,116,120,8,11,5731,987,6838.0,0.0,6838,163868,98242.0,,,,
3272,2020-07-28T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,13,0,13,350,363,0,3,8944,1134,10210.0,231.0,10441,414464,275553.0,,,,
3273,2020-07-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,7,1,8,9,17,0,0,1368,80,1444.0,21.0,1465,118369,76851.0,,,,
